num,first,second
105,-74.012385,40.713068
106,-74.013041,40.715125
107,-74.018478,40.711039
108,-74.01553,40.707427
109,-74.015033,40.711415
110,-74.009994,40.710027
111,-74.018829,40.71343
112,-74.00645,40.713364
113,-74.016515,40.710151
114,-74.017132,40.714317
115,-74.009845,40.713591
116,-74.009183,40.710703
117,-74.011427,40.707717
118,-74.013996,40.713039
119,-74.00846,40.712472
120,-74.010326,40.714661
121,-74.014846,40.715139
122,-74.008669,40.714592
123,-74.012828,40.706706
124,-74.011766,40.710242
125,-74.011241,40.707499
126,-74.010489,40.711227
127,-74.015978,40.712344
128,-74.009151,40.715391
129,-74.007922,40.708496
130,-74.015301,40.713299
131,-74.014635,40.710201
132,-74.016004,40.715165
133,-74.012725,40.716466
134,-74.010398,40.71628
135,-74.019426,40.714725
136,-74.017281,40.711963
137,-74.015074,40.707656
138,-74.014554,40.715335
139,-74.011939,40.710789
140,-74.014614,40.716246
141,-74.020203,40.711002
142,-74.008941,40.71281
143,-74.011698,40.709375
144,-74.010131,40.716719
145,-74.014121,40.716871
146,-74.010316,40.714229
147,-74.011622,40.70658
148,-74.015395,40.716834
149,-74.012698,40.716083
150,-74.019754,40.709771
151,-74.011119,40.713852
152,-74.01455,40.715198
153,-74.012391,40.710385
154,-74.009273,40.7074
155,-74.013459,40.707101
156,-74.010294,40.714289
157,-74.00773,40.709857
158,-74.008113,40.710054
159,-74.013457,40.706784
160,-74.008565,40.707627
161,-74.011442,40.716829
162,-74.011697,40.713466
163,-74.01596,40.712978
164,-74.018295,40.714856
165,-74.008184,40.709963
166,-74.00692,40.71127
167,-74.012665,40.711681
168,-74.016637,40.71154
169,-74.012888,40.707309
170,-74.019001,40.71062
171,-74.008489,40.713729
172,-74.018738,40.713713
173,-74.007681,40.708762
174,-74.007165,40.708851
175,-74.018688,40.709837
176,-74.01468,40.709396
177,-74.013358,40.714402
178,-74.017646,40.707492
179,-74.010821,40.715091
180,-74.013528,40.716043
181,-74.01245,40.714926
182,-74.010958,40.717195
183,-74.011781,40.71439
184,-74.018793,40.71022
185,-74.006709,40.713169
186,-74.015604,40.710416
187,-74.011006,40.710367
188,-74.006376,40.709582
189,-74.013822,40.714797
190,-74.016002,40.716317
191,-74.016478,40.708249
192,-74.008216,40.710906
193,-74.012754,40.716408
194,-74.0153,40.716644
195,-74.015655,40.71584
196,-74.016354,40.708064
197,-74.010056,40.709761
198,-74.011382,40.71465
199,-74.013534,40.710667
200,-74.00691,40.709931
201,-74.01813,40.713169
202,-74.009407,40.711954
203,-74.012727,40.70767
204,-74.013019,40.710437
205,-74.010559,40.71306
206,-74.017937,40.710281
207,-74.016411,40.70761
208,-74.014209,40.709705
209,-74.013121,40.712915
210,-74.011784,40.70687
211,-74.017135,40.707889
212,-74.015662,40.71209
213,-74.013555,40.712131
214,-74.012498,40.713895
215,-74.010416,40.709423
216,-74.014356,40.708827
217,-74.008354,40.712489
218,-74.011823,40.716408
219,-74.012611,40.709941
220,-74.009055,40.709674
221,-74.017855,40.714849
222,-74.008604,40.713532
223,-74.016145,40.715058
224,-74.014687,40.710225
225,-74.017545,40.711081
226,-74.013957,40.710512
227,-74.016426,40.707801
228,-74.010348,40.709763
229,-74.011629,40.712237
230,-74.01601,40.715303
231,-74.00967,40.715092
232,-74.012274,40.715406
233,-74.011605,40.713355
234,-74.010221,40.713288
235,-74.007611,40.709229
236,-74.018797,40.710941
237,-74.018336,40.710629
238,-74.01403,40.712357
239,-74.016006,40.710469
240,-74.015247,40.711723
241,-74.008557,40.710378
242,-74.008743,40.714283
243,-74.006546,40.713134
244,-74.015683,40.707536
245,-74.009157,40.713384
246,-74.011341,40.715976
247,-74.013043,40.716239
248,-74.012453,40.708722
249,-74.017312,40.711473
250,-74.014828,40.708878
251,-74.015114,40.714478
252,-74.01249,40.7102
253,-74.01423,40.714092
254,-74.014223,40.715146
255,-74.014539,40.716017
256,-74.013653,40.7156
257,-74.017266,40.71283
258,-74.017055,40.71354
259,-74.011621,40.714705
260,-74.011068,40.713312
261,-74.017506,40.709699
262,-74.01301,40.713472
263,-74.015366,40.713022
264,-74.012062,40.712772
265,-74.016753,40.70909
266,-74.012854,40.711627
267,-74.015222,40.713922
268,-74.008689,40.70939
269,-74.015292,40.709015
270,-74.011635,40.71477
271,-74.015387,40.711395
272,-74.019524,40.711937
273,-74.009525,40.712735
274,-74.016463,40.715161
275,-74.01628,40.712263
276,-74.013239,40.71183
277,-74.008401,40.712071
278,-74.015927,40.715428
279,-74.017327,40.714188
280,-74.015277,40.71624
281,-74.009859,40.710784
282,-74.007914,40.708971
283,-74.009994,40.710757
284,-74.012169,40.713764
285,-74.009371,40.710427
286,-74.010017,40.71447
287,-74.014766,40.708372
288,-74.015798,40.709112
289,-74.007588,40.712622
290,-74.017661,40.712442
291,-74.016127,40.71046
292,-74.00934,40.71019
293,-74.011635,40.715531
294,-74.018631,40.70956
295,-74.017936,40.710007
296,-74.018444,40.710666
297,-74.010855,40.707159
298,-74.018549,40.712529
299,-74.012204,40.709328
300,-74.015457,40.711729
301,-74.010458,40.709311
302,-74.007623,40.711868
303,-74.013455,40.711094
304,-74.015581,40.709968
305,-74.017678,40.714395
306,-74.017361,40.711394
307,-74.017937,40.711033
308,-74.016226,40.713576
309,-74.014221,40.708345
310,-74.013072,40.713503
311,-74.01023,40.71408
312,-74.018104,40.711947
313,-74.013343,40.714435
314,-74.015121,40.711654
315,-74.012834,40.711828
316,-74.00926,40.708881
317,-74.008477,40.712582
318,-74.012788,40.711747
319,-74.008132,40.712837
320,-74.008059,40.713839
321,-74.009454,40.713911
322,-74.015163,40.713292
323,-74.01524,40.714735
324,-74.011286,40.71192
325,-74.016139,40.713726
326,-74.011362,40.71372
327,-74.012162,40.71093
328,-74.012278,40.714525
329,-74.014868,40.713375
330,-74.009308,40.715414
331,-74.015837,40.715845
332,-74.011761,40.714953
333,-74.015912,40.714365
334,-74.015985,40.708398
335,-74.012193,40.708812
336,-74.017364,40.711913
337,-74.009626,40.709542
338,-74.010383,40.707796
339,-74.009807,40.712937
340,-74.008334,40.711545
341,-74.015719,40.712047
342,-74.011788,40.715505
343,-74.013858,40.71204
344,-74.012129,40.715931
345,-74.009073,40.714046
346,-74.01145,40.716203
347,-74.012805,40.716026
348,-74.009421,40.71119
349,-74.008398,40.713783
350,-74.008936,40.711836
351,-74.013181,40.708607
352,-74.012267,40.710608
353,-74.013266,40.709461
354,-74.014577,40.711564
355,-74.007307,40.712793
356,-74.014222,40.709574
357,-74.010816,40.71236
358,-74.008628,40.712959
359,-74.018534,40.711914
360,-74.00943,40.710063
361,-74.01206,40.714287
362,-74.013901,40.715553
363,-74.016715,40.711279
364,-74.014145,40.711098
365,-74.01416,40.715241
366,-74.009101,40.714758
367,-74.018055,40.711839
368,-74.012261,40.715641
369,-74.013065,40.714121
370,-74.010002,40.711825
371,-74.009979,40.709369
372,-74.016689,40.71413
373,-74.010225,40.708916
374,-74.013056,40.707323
375,-74.013358,40.714151
376,-74.009557,40.714146
377,-74.009399,40.710734
378,-74.009035,40.713658
379,-74.012278,40.71086
380,-74.009745,40.715179
381,-74.016542,40.715281
382,-74.016087,40.710887
383,-74.011595,40.71233
384,-74.017019,40.710284
385,-74.014179,40.716239
386,-74.016502,40.709198
387,-74.012587,40.711738
388,-74.013921,40.710811
389,-74.01811,40.711081
390,-74.010045,40.711542
391,-74.014604,40.712347
392,-74.012942,40.714636
393,-74.00804,40.712519
394,-74.010185,40.71126
395,-74.014465,40.713495
396,-74.011614,40.714678
397,-74.008189,40.710178
398,-74.007931,40.710947
399,-74.011114,40.711252
400,-74.016602,40.710882
401,-74.014418,40.711451
402,-74.014449,40.715076
403,-74.011201,40.715202
404,-74.015529,40.714372
405,-74.01575,40.712151
406,-74.008961,40.709472
407,-74.011408,40.713506
408,-74.015195,40.713018
409,-74.013421,40.710649
410,-74.013273,40.714923
411,-74.014277,40.713356
412,-74.009038,40.710267
413,-74.011522,40.713682
414,-74.011822,40.711999
415,-74.013845,40.713848
416,-74.008505,40.713258
417,-74.015925,40.713165
418,-74.007944,40.711697
419,-74.012041,40.713705
420,-74.008957,40.709531
421,-74.00918,40.710711
422,-74.010779,40.709334
423,-74.016656,40.713531
424,-74.015205,40.712598
425,-74.00829,40.713424
426,-74.011859,40.714331
427,-74.00974,40.710656
428,-74.009965,40.713058
429,-74.009911,40.70954
430,-74.009665,40.711283
431,-74.015053,40.712081
432,-74.009326,40.711914
433,-74.014087,40.714002
434,-74.013129,40.710733
435,-74.017451,40.712834
436,-74.014126,40.710301
437,-74.00836,40.712459
438,-74.008802,40.713347
439,-74.013066,40.710997
440,-74.009621,40.710787
441,-74.009749,40.711913
442,-74.007981,40.711057
443,-74.010629,40.714162
444,-74.01682,40.712931
445,-74.012303,40.709804
446,-74.015403,40.71292
447,-74.01132,40.7118
448,-74.014513,40.710169
449,-74.008131,40.710878
450,-74.015643,40.714615
451,-74.015042,40.712523
452,-74.013813,40.712663
453,-74.016575,40.709574
454,-74.010544,40.71323
455,-74.01497,40.715464
456,-74.012306,40.711582
457,-74.013793,40.713319
458,-74.017699,40.710229
459,-74.009524,40.711984
460,-74.012039,40.712782
461,-74.011697,40.711846
462,-74.01512,40.71154
463,-74.015608,40.709501
464,-74.012835,40.71209
465,-74.015085,40.708081
466,-74.013646,40.712652
467,-74.011715,40.709842
468,-74.014994,40.710627
469,-74.014851,40.709625
470,-74.009454,40.710967
471,-74.011894,40.708297
472,-74.014763,40.710571
473,-74.010287,40.709482
474,-74.01338,40.71288
475,-74.009769,40.713273
476,-74.013673,40.715006
477,-74.011529,40.715561
478,-74.016202,40.714597
479,-74.014381,40.710084
480,-74.014353,40.710084
481,-74.011398,40.710808
482,-74.014387,40.714041
483,-74.016223,40.711266
484,-74.016431,40.712933
485,-74.012812,40.714374
486,-74.011015,40.70903
487,-74.015794,40.711438
488,-74.009318,40.714464
489,-74.015643,40.713971
490,-74.017208,40.712282
491,-74.015732,40.710599
492,-74.013814,40.710304
493,-74.013977,40.714861
494,-74.008097,40.711043
495,-74.008902,40.710602
496,-74.01778,40.712019
497,-74.01148,40.712561
498,-74.009499,40.711579
499,-74.010849,40.713959
500,-74.017318,40.710924
501,-74.012316,40.712333
502,-74.013578,40.711164
503,-74.016397,40.712812
504,-74.015581,40.711329
505,-74.017049,40.712239
506,-74.016186,40.711452
507,-74.01462,40.714643
508,-74.009752,40.713907
509,-74.015743,40.710076
510,-74.016521,40.712414
511,-74.015769,40.710356
512,-74.010942,40.71452
513,-74.012195,40.712302
514,-74.015437,40.711692
515,-74.017269,40.710724
516,-74.012173,40.711218
517,-74.01653,40.714403
518,-74.011666,40.711457
519,-74.014737,40.715076
520,-74.0148,40.709948
521,-74.015897,40.714347
522,-74.017204,40.712099
523,-74.009418,40.714178
524,-74.012118,40.710047
525,-74.011413,40.714546
526,-74.010375,40.713779
527,-74.010029,40.710482
528,-74.016167,40.709516
529,-74.01398,40.710899
530,-74.013515,40.712082
531,-74.014237,40.710894
532,-74.01144,40.711187
533,-74.01127,40.708965
534,-74.009188,40.714003
535,-74.012869,40.714091
536,-74.009516,40.70983
537,-74.011978,40.708857
538,-74.010264,40.711272
539,-74.01419,40.713556
540,-74.011935,40.714023
541,-74.015227,40.709899
542,-74.009301,40.71213
543,-74.012598,40.709487
544,-74.010947,40.713444
545,-74.010642,40.715092
546,-74.011776,40.711534
547,-74.009696,40.711633
548,-74.01232,40.708226
549,-74.016027,40.709736
550,-74.009721,40.71418
551,-74.013149,40.714442
552,-74.009736,40.713637
553,-74.009381,40.71162
554,-74.011569,40.714363
555,-74.015533,40.709691
556,-74.010016,40.709066
557,-74.009861,40.714367
558,-74.011114,40.712331
559,-74.012338,40.714455
560,-74.010282,40.714627
561,-74.011507,40.714076
562,-74.009927,40.710284
563,-74.011108,40.708839
564,-74.010618,40.714252
565,-74.008777,40.712063
566,-74.012062,40.710936
567,-74.010287,40.712453
568,-74.011738,40.71509
569,-74.016921,40.710854
570,-74.013346,40.713585
571,-74.010389,40.713585
572,-74.013214,40.711535
573,-74.011291,40.710857
574,-74.01225,40.711794
575,-74.01139,40.713882
576,-74.017271,40.710554
577,-74.01638,40.709868
578,-74.013442,40.71345
579,-74.01464,40.709462
580,-74.014713,40.7091
581,-74.015453,40.709917
582,-74.009598,40.712271
583,-74.013908,40.712388
584,-74.017118,40.713783
585,-74.012234,40.713949
586,-74.011547,40.711301
587,-74.009685,40.712213
588,-74.008322,40.711643
589,-74.016182,40.714456
590,-74.015405,40.71064
591,-74.01233,40.714478
592,-74.012121,40.712823
593,-74.014297,40.709522
594,-74.016217,40.711605
595,-74.015138,40.709613
596,-74.016106,40.713992
597,-74.016877,40.713015
598,-74.013234,40.714696
599,-74.012416,40.709928
600,-74.016397,40.710101
601,-74.013762,40.709206
602,-74.012843,40.714921
603,-74.013429,40.70917
604,-74.014457,40.709848
605,-74.014856,40.711119
606,-74.010809,40.713973
607,-74.012258,40.71116
608,-74.012617,40.713364
609,-74.009474,40.71354
610,-74.010276,40.713129
611,-74.016184,40.711612
612,-74.013426,40.71401
613,-74.012895,40.709029
614,-74.009058,40.711746
615,-74.012198,40.709053
616,-74.013661,40.712412
617,-74.00977,40.712646
618,-74.013076,40.712677
619,-74.015267,40.712137
620,-74.009796,40.711527
621,-74.016212,40.710747
622,-74.011154,40.711714
623,-74.01196,40.710574
624,-74.012413,40.714405
625,-74.012312,40.714384
626,-74.01416,40.70996
627,-74.012937,40.713557
628,-74.011022,40.712794
629,-74.015256,40.71283
630,-74.016188,40.712582
631,-74.014071,40.713943
632,-74.010186,40.710212
633,-74.009828,40.713635
634,-74.011836,40.709001
635,-74.011335,40.712585
636,-74.016131,40.713087
637,-74.016941,40.712675
638,-74.013375,40.714832
639,-74.013579,40.710386
640,-74.00974,40.713715
641,-74.009853,40.710318
642,-74.016894,40.710881
643,-74.014766,40.711008
644,-74.016124,40.709907
645,-74.009553,40.710336
646,-74.014259,40.71138
647,-74.00912,40.710851
648,-74.011297,40.712345
649,-74.010709,40.714223
650,-74.009081,40.711856
651,-74.010148,40.710137
652,-74.013389,40.708964
653,-74.011487,40.709975
654,-74.012186,40.715098
655,-74.01203,40.710529
656,-74.015092,40.714728
657,-74.008969,40.711609
658,-74.010252,40.709636
659,-74.014056,40.70909
660,-74.014405,40.709247
661,-74.013896,40.710222
662,-74.012627,40.711628
663,-74.015492,40.710014
664,-74.013747,40.71219
665,-74.01284,40.713529
666,-74.008696,40.71183
667,-74.014358,40.713884
668,-74.009167,40.712299
669,-74.01703,40.712082
670,-74.016219,40.7122
671,-74.012127,40.712512
672,-74.01542,40.711709
673,-74.009167,40.712427
674,-74.009423,40.710386
675,-74.014562,40.712864
676,-74.016037,40.709833
677,-74.011495,40.709128
678,-74.009441,40.712307
679,-74.015687,40.711699
680,-74.011903,40.710189
681,-74.010275,40.711563
682,-74.009407,40.711855
683,-74.011686,40.710508
684,-74.014008,40.711538
685,-74.016115,40.710572
686,-74.009922,40.709566
687,-74.01143,40.70966
688,-74.015152,40.714471
689,-74.015905,40.714122
690,-74.012927,40.710129
691,-74.010003,40.711665
692,-74.012427,40.714331
693,-74.013105,40.713518
694,-74.011922,40.713725
695,-74.011987,40.715011
696,-74.009901,40.709688
697,-74.012952,40.710992
698,-74.0165,40.710882
699,-74.01548,40.710751
700,-74.014577,40.71221
701,-74.012885,40.713485
702,-74.014819,40.710164
703,-74.011091,40.710636
704,-74.009758,40.712465
705,-74.010107,40.712756
706,-74.013549,40.709915
707,-74.011352,40.71316
708,-74.015884,40.711363
709,-74.014185,40.714046
710,-74.013468,40.710412
711,-74.014448,40.710937
712,-74.012345,40.712637
713,-74.012981,40.709898
714,-74.010313,40.711666
715,-74.010098,40.710812
716,-74.011416,40.709274
717,-74.01273,40.711466
718,-74.014599,40.712627
719,-74.012575,40.709901
720,-74.014874,40.712254
721,-74.009513,40.71173
722,-74.010761,40.71018
723,-74.014457,40.71173
724,-74.010051,40.712984
725,-74.015964,40.711003
726,-74.012762,40.711474
727,-74.014459,40.710362
728,-74.015931,40.711572
729,-74.012183,40.711373
730,-74.009076,40.711768
731,-74.015802,40.710797
732,-74.014356,40.71185
733,-74.012344,40.709728
734,-74.013975,40.714003
735,-74.012413,40.71349
736,-74.014515,40.711514
737,-74.016323,40.71317
738,-74.011617,40.713151
739,-74.013505,40.714267
740,-74.011453,40.713242
741,-74.016465,40.710602
742,-74.013788,40.712028
743,-74.012926,40.710689
744,-74.015973,40.713263
745,-74.012521,40.711201
746,-74.015993,40.713509
747,-74.011718,40.711371
748,-74.012563,40.713944
749,-74.01032,40.714019
750,-74.011325,40.713461
751,-74.010525,40.710767
752,-74.015371,40.711465
753,-74.010863,40.709738
754,-74.016086,40.710961
755,-74.011757,40.710798
756,-74.01622,40.712589
757,-74.01357,40.712036
758,-74.009698,40.712793
759,-74.014743,40.714309
760,-74.011644,40.711624
761,-74.013703,40.71011
762,-74.010583,40.710497
763,-74.012132,40.712094
764,-74.01549,40.70988
765,-74.013084,40.709161
766,-74.011773,40.709629
767,-74.009792,40.711986
768,-74.009623,40.710941
769,-74.015402,40.711531
770,-74.014161,40.710352
771,-74.015737,40.71383
772,-74.015357,40.712957
773,-74.012384,40.714254
774,-74.013921,40.71179
775,-74.012597,40.708972
776,-74.011107,40.710257
777,-74.016587,40.712675
778,-74.015357,40.709959
779,-74.015334,40.710287
780,-74.013331,40.712497
781,-74.010051,40.710818
782,-74.011108,40.710951
783,-74.016159,40.710578
784,-74.016022,40.713194
785,-74.013491,40.71237
786,-74.00956,40.712992
787,-74.011341,40.711281
788,-74.012562,40.71333
789,-74.0124,40.711023
790,-74.012988,40.709447
791,-74.016219,40.713177
792,-74.01377,40.710583
793,-74.01487,40.711975
794,-74.011265,40.710449
795,-74.011093,40.711356
796,-74.015508,40.710563
797,-74.011915,40.710437
798,-74.016201,40.710453
799,-74.011133,40.712632
800,-74.016021,40.711714
801,-74.013072,40.711478
802,-74.014746,40.711223
803,-74.015352,40.71368
804,-74.011903,40.709982
805,-74.014276,40.712492
806,-74.015566,40.712946
807,-74.010551,40.710056
808,-74.014397,40.711206
809,-74.015592,40.713023
810,-74.015058,40.711472
811,-74.013281,40.711991
812,-74.015089,40.714026
813,-74.015014,40.713583
814,-74.01076,40.712806
815,-74.011122,40.713359
816,-74.013324,40.711591
817,-74.013016,40.712757
818,-74.011147,40.713693
819,-74.01344,40.711816
820,-74.013039,40.70975
821,-74.012338,40.711938
822,-74.010239,40.711141
823,-74.015174,40.712664
824,-74.012723,40.710867
825,-74.011396,40.714137
826,-74.015241,40.713427
827,-74.013034,40.710898
828,-74.010099,40.71154
829,-74.011024,40.711266
830,-74.012591,40.70956
831,-74.014617,40.711002
832,-74.012353,40.710145
833,-74.012808,40.714244
834,-74.011212,40.713488
835,-74.012894,40.710889
836,-74.012604,40.712696
837,-74.009544,40.711331
838,-74.014172,40.713953
839,-74.014666,40.712633
840,-74.015057,40.711444
841,-74.012856,40.713705
842,-74.016268,40.711416
843,-74.010679,40.712993
844,-74.010696,40.713679
845,-74.011433,40.711952
846,-74.011542,40.712855
847,-74.014035,40.713124
848,-74.011883,40.713416
849,-74.011892,40.713166
850,-74.015581,40.710305
851,-74.011427,40.71211
852,-74.013917,40.711387
853,-74.01401,40.712718
854,-74.01181,40.711669
855,-74.012576,40.712099
856,-74.012795,40.709986
857,-74.014504,40.709654
858,-74.014703,40.709745
859,-74.013113,40.711766
860,-74.012893,40.71158
861,-74.013172,40.710905
862,-74.013144,40.711483
863,-74.010188,40.710988
864,-74.011073,40.712774
865,-74.011845,40.711782
866,-74.015396,40.713271
867,-74.010025,40.712248
868,-74.011309,40.710116
869,-74.009655,40.711048
870,-74.014601,40.713775
871,-74.009884,40.711429
872,-74.009851,40.712798
873,-74.01243,40.713024
874,-74.012966,40.711751
875,-74.014927,40.711452
876,-74.010936,40.710276
877,-74.011093,40.710816
878,-74.014568,40.714269
879,-74.013981,40.710105
880,-74.012631,40.711736
881,-74.013712,40.71024
882,-74.013549,40.712038
883,-74.009725,40.711684
884,-74.01637,40.711973
885,-74.015058,40.71126
886,-74.015967,40.71176
887,-74.012291,40.711435
888,-74.012065,40.709668
889,-74.01156,40.711509
890,-74.015054,40.710146
891,-74.011124,40.713858
892,-74.012602,40.712408
893,-74.014721,40.711253
894,-74.011723,40.713402
895,-74.011143,40.712608
896,-74.011156,40.710027
897,-74.014476,40.71312
898,-74.012841,40.713268
899,-74.013777,40.711299
900,-74.013735,40.710352
901,-74.014621,40.712066
902,-74.014656,40.71036
903,-74.01544,40.71147
904,-74.016098,40.711958
905,-74.013565,40.709813
906,-74.01535,40.710959
907,-74.015287,40.710853
908,-74.011695,40.711285
909,-74.015921,40.711614
910,-74.010944,40.711759
911,-74.014766,40.713227
912,-74.013265,40.710739
913,-74.012642,40.713212
914,-74.013425,40.713998
915,-74.010276,40.710803
916,-74.01028,40.711052
917,-74.012729,40.711874
918,-74.015555,40.711118
919,-74.010733,40.711645
920,-74.013216,40.713449
921,-74.013615,40.714021
922,-74.010554,40.710906
923,-74.011413,40.710037
924,-74.012818,40.710359
925,-74.013268,40.710397
926,-74.0114,40.709798
927,-74.013446,40.711479
928,-74.013474,40.710084
929,-74.010802,40.71083
930,-74.015264,40.710961
931,-74.013166,40.710666
932,-74.015431,40.713399
933,-74.013272,40.712065
934,-74.011986,40.710759
935,-74.011294,40.712262
936,-74.015839,40.711486
937,-74.014373,40.711718
938,-74.011892,40.713262
939,-74.010113,40.71238
940,-74.014541,40.711838
941,-74.012984,40.711558
942,-74.01086,40.710912
943,-74.01508,40.710739
944,-74.013972,40.709974
945,-74.015483,40.711267
946,-74.013137,40.712544
947,-74.015367,40.712594
948,-74.014581,40.710711
949,-74.014234,40.712043
950,-74.012588,40.711186
951,-74.013881,40.709827
952,-74.013885,40.71353
953,-74.012965,40.714228
954,-74.013863,40.71147
955,-74.012275,40.712529
956,-74.014354,40.710569
957,-74.016122,40.71201
958,-74.015889,40.711029
959,-74.010216,40.71244
960,-74.010529,40.710592
961,-74.012251,40.712611
962,-74.012181,40.713069
963,-74.015482,40.713231
964,-74.012332,40.714075
965,-74.014277,40.709653
966,-74.013925,40.712114
967,-74.013685,40.709886
968,-74.014191,40.710054
969,-74.015871,40.711875
970,-74.013384,40.710291
971,-74.013399,40.712677
972,-74.015003,40.711572
973,-74.012924,40.711556
974,-74.013448,40.709495
975,-74.012583,40.714163
976,-74.013369,40.713661
977,-74.012715,40.714279
978,-74.012964,40.714294
979,-74.010608,40.710475
980,-74.012068,40.712252
981,-74.009857,40.712184
982,-74.011994,40.712485
983,-74.013709,40.713778
984,-74.013222,40.710022
985,-74.01481,40.713572
986,-74.01159,40.713648
987,-74.010915,40.712037
988,-74.012189,40.713429
989,-74.012526,40.712234
990,-74.015448,40.710927
991,-74.01255,40.710135
992,-74.01439,40.713902
993,-74.010887,40.712067
994,-74.010864,40.712227
995,-74.011028,40.712581
996,-74.014412,40.711413
997,-74.012157,40.710215
998,-74.013469,40.711369
999,-74.015438,40.712536
1000,-74.014004,40.710166
1001,-74.012553,40.712899
1002,-74.015141,40.712974
1003,-74.014932,40.712044
1004,-74.015135,40.712295
1005,-74.014991,40.711874
1006,-74.010934,40.712798
1007,-74.011577,40.712398
1008,-74.010754,40.71323
1009,-74.015074,40.71075
1010,-74.014401,40.713075
1011,-74.015375,40.71112
1012,-74.01165,40.713396
1013,-74.012203,40.710734
1014,-74.010313,40.712342
1015,-74.01146,40.712651
1016,-74.013827,40.71114
1017,-74.01315,40.713279
1018,-74.013272,40.711091
1019,-74.014323,40.711009
1020,-74.013921,40.711645
1021,-74.015195,40.7129
1022,-74.011406,40.71054
1023,-74.013624,40.70973
1024,-74.012834,40.712779
1025,-74.010329,40.711932
1026,-74.015094,40.711581
1027,-74.013832,40.711074
1028,-74.012784,40.712166
1029,-74.012707,40.709865
1030,-74.013,40.711516
1031,-74.012657,40.712715
1032,-74.014073,40.712028
1033,-74.01363,40.713418
1034,-74.011783,40.713265
1035,-74.011062,40.712659
1036,-74.015062,40.712412
1037,-74.011943,40.710229
1038,-74.014282,40.713187
1039,-74.01341,40.713811
1040,-74.015616,40.711669
1041,-74.014009,40.711513
1042,-74.014719,40.713451
1043,-74.01069,40.711389
1044,-74.015657,40.711491
1045,-74.015663,40.711844
1046,-74.015514,40.710913
1047,-74.015343,40.712827
1048,-74.010793,40.710472
1049,-74.014673,40.713149
1050,-74.01256,40.713926
1051,-74.014822,40.712773
1052,-74.010302,40.712054
1053,-74.012897,40.710094
1054,-74.011576,40.712054
1055,-74.012465,40.710216
1056,-74.014939,40.711765
1057,-74.013778,40.711914
1058,-74.015646,40.712204
1059,-74.014692,40.713026
1060,-74.014775,40.712874
1061,-74.015796,40.711591
1062,-74.014758,40.710451
1063,-74.013539,40.710293
1064,-74.013953,40.71274
1065,-74.014935,40.713048
1066,-74.014096,40.712442
1067,-74.012276,40.711904
1068,-74.014734,40.712599
1069,-74.014506,40.711015
